"0", "1", "2", "3", "4"
"3502562816","3502563327","US","USA","UNITED STATES"
"3502569216","3502569471","BS","BHS","BAHAMAS"
"3502572544","3502572799","US","USA","UNITED STATES"
"3502575616","3502576127","US","USA","UNITED STATES"
"3502576640","3502577663","US","USA","UNITED STATES"
"3502578432","3502578687","US","USA","UNITED STATES"
"3502580480","3502580735","US","USA","UNITED STATES"
"3502590976","3502591231","US","USA","UNITED STATES"
"3502592000","3502592255","US","USA","UNITED STATES"
"3502598400","3502598655","US","USA","UNITED STATES"
"3502601728","3502602239","US","USA","UNITED STATES"
"3502608384","3502609407","US","USA","UNITED STATES"
"3502610176","3502610431","US","USA","UNITED STATES"
"3502625792","3502626815","US","USA","UNITED STATES"
"3502629376","3502629887","US","USA","UNITED STATES"
"3502635008","3502637055","US","USA","UNITED STATES"
"3502649344","3502649855","US","USA","UNITED STATES"
"3502651392","3502653439","US","USA","UNITED STATES"
"3502665728","3502666239","US","USA","UNITED STATES"
"3502670336","3502670591","US","USA","UNITED STATES"
"3502689280","3502690303","US","USA","UNITED STATES"
"3502706688","3502708735","US","USA","UNITED STATES"
"3502710528","3502710783","US","USA","UNITED STATES"
"3502711296","3502711807","US","USA","UNITED STATES"
"3502720000","3502720511","US","USA","UNITED STATES"
"3502731264","3502733311","US","USA","UNITED STATES"
"3502742528","3502743551","US","USA","UNITED STATES"
"3502745600","3502747647","US","USA","UNITED STATES"
"3502748672","3502749695","US","USA","UNITED STATES"
"3502751232","3502751487","US","USA","UNITED STATES"
"3502764032","3502765055","US","USA","UNITED STATES"
"3502768128","3502770175","US","USA","UNITED STATES"
"3502782464","3502784511","US","USA","UNITED STATES"
"3502789632","3502790143","US","USA","UNITED STATES"
"3502802944","3502804991","US","USA","UNITED STATES"
"3502808064","3502809087","US","USA","UNITED STATES"
"3502814720","3502815231","US","USA","UNITED STATES"
"3502830592","3502831103","US","USA","UNITED STATES"
"3502841344","3502841855","US","USA","UNITED STATES"
"3502842880","3502843391","US","USA","UNITED STATES"
"3502870528","3502871039","US","USA","UNITED STATES"
"3502871296","3502871551","US","USA","UNITED STATES"
"3502871808","3502872063","US","USA","UNITED STATES"
"3502878720","3502879231","US","USA","UNITED STATES"
"3502891008","3502899199","US","USA","UNITED STATES"
"3502905344","3502905855","US","USA","UNITED STATES"
"3502907392","3502910463","US","USA","UNITED STATES"
"3502911488","3502913535","US","USA","UNITED STATES"
"3502918144","3502918399","US","USA","UNITED STATES"
"3502926848","3502927103","US","USA","UNITED STATES"
"3502927616","3502927871","US","USA","UNITED STATES"
"3502929664","3502929919","GU","GUM","GUAM"
"3502931968","3502934015","US","USA","UNITED STATES"
"3502937088","3502937599","US","USA","UNITED STATES"
"3502942976","3502943295","US","USA","UNITED STATES"
"3502943360","3502943743","US","USA","UNITED STATES"
"3502944000","3502944255","US","USA","UNITED STATES"
"3502946560","3502946815","US","USA","UNITED STATES"
"3502947328","3502948351","US","USA","UNITED STATES"
"3502969856","3502970367","US","USA","UNITED STATES"
"3502986240","3502986495","US","USA","UNITED STATES"
"3502993408","3502993919","NL","NLD","NETHERLANDS"
"3502998016","3502998271","US","USA","UNITED STATES"
"3502999552","3503000575","US","USA","UNITED STATES"
"3503002112","3503002367","US","USA","UNITED STATES"
"3503009792","3503010047","US","USA","UNITED STATES"
