"0", "1", "2", "3", "4"
"1104382464","1104382975","US","USA","UNITED STATES"
"1104404480","1104406527","US","USA","UNITED STATES"
"1104421376","1104421631","US","USA","UNITED STATES"
"1104450112","1104450175","US","USA","UNITED STATES"
"1104455680","1104455935","US","USA","UNITED STATES"
"1104456704","1104457215","US","USA","UNITED STATES"
"1104464720","1104464735","US","USA","UNITED STATES"
"1104468992","1104469503","US","USA","UNITED STATES"
"1104485120","1104485375","US","USA","UNITED STATES"
"1104492288","1104492543","PH","PHL","PHILIPPINES"
"1104510976","1104511743","EC","ECU","ECUADOR"
"1104523264","1104524287","CU","CUB","CUBA"
"1104568320","1104569343","US","USA","UNITED STATES"
"1104580608","1104581631","US","USA","UNITED STATES"
"1104587008","1104587263","US","USA","UNITED STATES"
"1104605184","1104607231","US","USA","UNITED STATES"
"1104613632","1104613887","US","USA","UNITED STATES"
"1104647680","1104648191","US","USA","UNITED STATES"
"1104668672","1104670719","US","USA","UNITED STATES"
"1104676352","1104676863","US","USA","UNITED STATES"
"1104679424","1104679679","US","USA","UNITED STATES"
"1104681472","1104681983","US","USA","UNITED STATES"
"1104715008","1104715263","US","USA","UNITED STATES"
"1104728064","1104730111","US","USA","UNITED STATES"
"1104739584","1104739839","US","USA","UNITED STATES"
"1104746496","1104747007","US","USA","UNITED STATES"
"1104752128","1104752383","US","USA","UNITED STATES"
"1104755712","1104756223","US","USA","UNITED STATES"
"1104797440","1104797695","US","USA","UNITED STATES"
"1104799232","1104799487","US","USA","UNITED STATES"
"1104820224","1104822271","US","USA","UNITED STATES"
"1104824320","1104825599","US","USA","UNITED STATES"
"1104826368","1104826623","US","USA","UNITED STATES"
"1104842752","1104844799","US","USA","UNITED STATES"
"1104852992","1104853503","US","USA","UNITED STATES"
"1104879616","1104880639","US","USA","UNITED STATES"
"1104904704","1104904959","US","USA","UNITED STATES"
"1104906240","1104908287","US","USA","UNITED STATES"
"1104915968","1104916479","US","USA","UNITED STATES"
"1104952064","1104952319","US","USA","UNITED STATES"
